event_id,match_id,rally_id,sequence,set,score_home,score_away,team,player,skill,outcome,evaluation,origin_zone,target_zone,timestamp,raw_code
4910ff83-e729-4efb-bce6-a9db31159608,6e7eeb39-c0dc-448d-b595-297a3041c17a,9937e831-f957-4d53-b1ef-7481b2c2ddfd,108,1,10,11,0b69626a-72f0-4763-b9d2-55451002d909,,reception,neutral,neutral,,,1789430169602,[VISUAL] 0b69626a-72f0-4763-b9d2-55451002d909 Sem atleta identificado reception neutral
d5fb8c20-9f1a-45ec-939c-e366d4dfd16a,6e7eeb39-c0dc-448d-b595-297a3041c17a,9937e831-f957-4d53-b1ef-7481b2c2ddfd,111,1,10,11,0b69626a-72f0-4763-b9d2-55451002d909,,attack,point,excellent,,,1789430180304,[VISUAL] 0b69626a-72f0-4763-b9d2-55451002d909 Sem atleta identificado attack excellent
e8a4e799-32e3-42b8-aec0-6fd8d161ff9e,6e7eeb39-c0dc-448d-b595-297a3041c17a,2acfd38c-aba4-4443-8d8d-c724765a8a59,115,1,10,13,0b69626a-72f0-4763-b9d2-55451002d909,175252b9-d4c9-4bca-9f45-b463b3672131,serve,error,error,,,1789430224037,[VISUAL] 0b69626a-72f0-4763-b9d2-55451002d909 #11 serve error
3b6bbfd1-f1f3-4c10-86b2-3a0b0318cdf2,6e7eeb39-c0dc-448d-b595-297a3041c17a,083c7607-cd89-43ba-ad4d-c20dc7dbae9b,118,1,11,13,1df68542-fd9a-4794-8afb-fd63936ae052,58f544c9-518f-4c43-9b58-2e710e3dd9d3,serve,error,error,,,1789430244817,[VISUAL] 1df68542-fd9a-4794-8afb-fd63936ae052 #03 serve error
ce811af0-645e-422d-952e-d2dcbc6e7a71,6e7eeb39-c0dc-448d-b595-297a3041c17a,da8d8344-9606-4c86-8947-3fa4a690ce06,121,1,11,14,0b69626a-72f0-4763-b9d2-55451002d909,141fcf47-32ca-41c8-a4cd-1e0edf878ace,serve,neutral,neutral,,,1789430270720,[VISUAL] 0b69626a-72f0-4763-b9d2-55451002d909 #12 serve neutral
3cd2fb07-dccd-4cfe-aad5-d710aef423ab,6e7eeb39-c0dc-448d-b595-297a3041c17a,da8d8344-9606-4c86-8947-3fa4a690ce06,122,1,11,14,1df68542-fd9a-4794-8afb-fd63936ae052,,reception,neutral,neutral,,,1789430272527,[VISUAL] 1df68542-fd9a-4794-8afb-fd63936ae052 Sem atleta identificado reception neutral
8a9cd368-3b6a-458e-a79d-26594a10f2dd,6e7eeb39-c0dc-448d-b595-297a3041c17a,da8d8344-9606-4c86-8947-3fa4a690ce06,125,1,11,14,1df68542-fd9a-4794-8afb-fd63936ae052,65444b38-1d8f-461b-a523-d3af39b2ead2,attack,point,excellent,,,1789430285217,[VISUAL] 1df68542-fd9a-4794-8afb-fd63936ae052 #01 attack excellent
fce48136-205c-4019-82af-ce5cc86e24af,6e7eeb39-c0dc-448d-b595-297a3041c17a,cb3de5e5-b4ae-4232-a058-46fb0170d691,128,1,12,14,1df68542-fd9a-4794-8afb-fd63936ae052,74d321c7-d2cd-4467-8755-d401df25fc73,serve,neutral,neutral,,,1789430299080,[VISUAL] 1df68542-fd9a-4794-8afb-fd63936ae052 #05 serve neutral
f6a1cc96-1b5a-43e1-81b4-ea43da3c7cf0,6e7eeb39-c0dc-448d-b595-297a3041c17a,cb3de5e5-b4ae-4232-a058-46fb0170d691,129,1,12,14,0b69626a-72f0-4763-b9d2-55451002d909,,reception,neutral,neutral,,,1789430301705,[VISUAL] 0b69626a-72f0-4763-b9d2-55451002d909 Sem atleta identificado reception neutral
44906f65-6eef-4177-ab77-7142480f523f,6e7eeb39-c0dc-448d-b595-297a3041c17a,cb3de5e5-b4ae-4232-a058-46fb0170d691,130,1,12,14,0b69626a-72f0-4763-b9d2-55451002d909,,attack,point,excellent,,,1789430306502,[VISUAL] 0b69626a-72f0-4763-b9d2-55451002d909 Sem atleta identificado attack excellent
